fred.date,fred.total_population,fred.median_household_income,fred.median_list_price,fred.median_inventory,fred.median_days_on_market,fred.rental_vacancy_rate,fred.home_ownership_rate,fred.home_value_index,fred.unemployment_rate,fred.building_permits_housing_units,fred.gdp,redfin.period_begin,redfin.period_end,redfin.period_duration,redfin.region_type,redfin.region_type_id,redfin.table_id,redfin.is_seasonally_adjusted,redfin.region,redfin.city,redfin.state,redfin.state_code,redfin.property_type,redfin.property_type_id,redfin.median_sale_price,redfin.median_sale_price_mom,redfin.median_sale_price_yoy,redfin.median_list_price,redfin.median_list_price_mom,redfin.median_list_price_yoy,redfin.median_ppsf,redfin.median_ppsf_mom,redfin.median_ppsf_yoy,redfin.median_list_ppsf,redfin.median_list_ppsf_mom,redfin.median_list_ppsf_yoy,redfin.homes_sold,redfin.homes_sold_mom,redfin.homes_sold_yoy,redfin.pending_sales,redfin.pending_sales_mom,redfin.pending_sales_yoy,redfin.new_listings,redfin.new_listings_mom,redfin.new_listings_yoy,redfin.inventory,redfin.inventory_mom,redfin.inventory_yoy,redfin.months_of_supply,redfin.months_of_supply_mom,redfin.months_of_supply_yoy,redfin.median_dom,redfin.median_dom_mom,redfin.median_dom_yoy,redfin.avg_sale_to_list,redfin.avg_sale_to_list_mom,redfin.avg_sale_to_list_yoy,redfin.sold_above_list,redfin.sold_above_list_mom,redfin.sold_above_list_yoy,redfin.price_drops,redfin.price_drops_mom,redfin.price_drops_yoy,redfin.off_market_in_two_weeks,redfin.off_market_in_two_weeks_mom,redfin.off_market_in_two_weeks_yoy,redfin.parent_metro_region,redfin.parent_metro_region_metro_code,redfin.last_updated
2012-01-01,4816632.0,51384.0,,,,11.1,71.9,121543.0,8.5,551.0,189245.5,2012-01-01,2012-01-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,126400,-0.0387800058,-0.036052568,155300.0,0.1051211809,0.0077595614,68.0,-0.0783122518,-0.0947075161,86.0,0.1115784777,0.0097137376,557,-0.125588697,0.087890625,260.0,-0.0510948905,0.4054054054,1014.0,0.4122562674,-0.0487804878,5233.0,0.0362376238,-0.0443754565,9.4,1.5,-1.3,125.0,-2.0,-26.0,0.9364597052,0.0026261011,-0.0014929686,0.1238779174,0.0359658295,-0.0206533326,,,,0.0750429825,0.0023123716,-0.0118980902,South Region,,2023-01-15 14:45:07
2012-02-01,4816632.0,51384.0,,,,11.1,71.9,121568.0,8.4,568.0,189245.5,2012-02-01,2012-02-29,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,152900,0.1269157713,0.0190950421,162700.0,-0.0060848521,0.0406798473,80.0,0.1255608547,0.0208161509,87.0,0.0065662761,-3.46472e-05,820,0.1202185792,0.3333333333,304.0,-0.009771987,0.3571428571,1290.0,0.03117506,0.2887112887,6394.0,0.0317895756,0.1458781362,7.8,-0.7,-1.3,132.0,7.0,-6.0,0.9497397198,0.0062639166,0.0077124684,0.1243902439,-0.0204184993,-0.0073170732,,,,0.0968334595,0.0271052837,-0.0038677142,South Region,,2023-01-15 14:45:07
2012-03-01,4816632.0,51384.0,,,,11.1,71.9,121687.0,8.4,681.0,189245.5,2012-03-01,2012-03-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,136600,0.0007376953,0.024781762,167500.0,0.0544695792,0.1158449154,73.0,0.003260716,-0.0314953445,89.0,0.0387416234,0.0541630554,1611,0.2094594595,1.1918367347,658.0,0.3266129032,0.9467455621,2211.0,0.1817210048,0.6512322629,9275.0,0.03875014,0.5083753456,5.8,-0.9,-2.6,123.0,-4.0,-9.0,0.9477149425,-0.0002910598,0.0029817794,0.1421477343,-0.0027471606,0.0305831085,,,,0.0603824428,-0.0112504329,-0.0480968376,South Region,,2023-01-15 14:45:07
2012-04-01,4816632.0,51384.0,,,,11.1,71.9,121560.0,8.4,718.0,189245.5,2012-04-01,2012-04-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,141100,0.0338292116,0.0093501941,160700.0,-0.0427086733,0.0240086708,76.0,0.0441384108,-0.0726499115,84.0,-0.0567769157,-0.0368717709,1724,0.0668316832,1.1024390244,810.0,0.2235649547,1.2252747253,2282.0,0.0228597042,0.7884012539,9688.0,0.0361497326,0.5261499685,5.6,-0.2,-2.1,108.0,-15.0,-20.0,0.9517883978,0.0044279876,0.0014850042,0.1426914153,0.0009834945,0.0268377568,,,,0.0614972869,0.001656148,0.0081845894,South Region,,2023-01-15 14:45:07
2012-05-01,4816632.0,51384.0,,,,11.1,71.9,121559.0,8.4,773.0,189245.5,2012-05-01,2012-05-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,152900,0.1363606992,0.0591052239,143800.0,-0.0694390296,-0.1142102762,79.0,0.0805928213,-0.0362573479,81.0,-0.0148190948,-0.0476399147,1653,0.1314168378,1.063670412,756.0,0.0815450644,0.8712871287,1821.0,-0.0765720081,0.5458404075,8421.0,-0.0095271701,0.335394862,5.1,-0.7,-2.8,109.0,0.0,-10.0,0.9569053913,0.0072997358,0.0077158271,0.1494252874,0.005688121,0.0021094322,,,,0.0514714225,-0.0128725726,-0.0246838562,South Region,,2023-01-15 14:45:07
2012-06-01,4816632.0,51384.0,,,,11.1,71.9,121456.0,8.3,705.0,189245.5,2012-06-01,2012-06-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,157800,-0.01929758,0.0496647844,168900.0,0.1111345901,0.1125616873,81.0,-0.0017956044,0.0150666105,88.0,0.0378699121,0.0667138938,1180,-0.0359477124,0.3898704358,569.0,0.0364298725,0.4664948454,1406.0,-0.0154061625,0.1746031746,6864.0,-0.0092378753,0.1345454545,5.8,0.1,-1.3,108.0,-8.0,-9.0,0.9558651981,0.0014101106,0.0106353113,0.1415254237,0.0050875152,0.0037162364,,,,0.0717196924,0.0087455662,-0.0199334089,South Region,,2023-01-15 14:45:07
2012-07-01,4816632.0,51384.0,,,,11.1,71.9,121440.0,8.2,829.0,189245.5,2012-07-01,2012-07-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,153000,0.0323815462,0.0539462559,152900.0,-0.0568198595,0.0318572816,82.0,0.0198615963,0.0252791438,83.0,-0.0362024635,0.0092882988,841,-0.0727673649,0.0486284289,391.0,-0.1113636364,0.0625,1117.0,0.0439252336,0.1659707724,5641.0,0.0024880043,0.000887154,6.7,0.5,-0.3,113.0,1.0,-7.0,0.9429764877,-0.0083370365,-0.0011807473,0.1153388823,-0.0279907759,0.0056131965,,,,0.0698261982,-0.0110145984,0.0005335694,South Region,,2023-01-15 14:45:07
2012-08-01,4816632.0,51384.0,,,,11.1,71.9,121404.0,8.1,776.0,189245.5,2012-08-01,2012-08-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,150000,-0.0158664903,0.07350412,154800.0,0.003289343,-0.0251245267,80.0,-0.0252285039,0.0353300206,85.0,0.0175134672,0.001090104,979,0.0493033226,0.1724550898,421.0,-0.0186480186,0.1020942408,1210.0,-0.0178571429,0.1203703704,6080.0,-0.0145867099,0.0734463277,6.2,-0.4,-0.6,131.0,18.0,10.0,0.9489848706,0.0049557564,0.0066340305,0.1460674157,0.0345990342,0.0275045415,,,,0.1339020638,0.0705937332,0.0528165377,South Region,,2023-01-15 14:45:07
2012-09-01,4816632.0,51384.0,,,,11.1,71.9,121455.0,7.9,720.0,189245.5,2012-09-01,2012-09-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,143200,-0.0168770742,0.0166520974,150200.0,0.0102785559,0.0533708925,77.0,-0.0220635349,0.0041628838,82.0,0.0045079072,0.0734962313,1297,-0.1707161125,0.8038942976,556.0,-0.2022955524,0.7267080745,1452.0,-0.1543389633,0.2941176471,8043.0,-0.0110660273,0.2286892759,6.2,1.0,-2.9,121.0,3.0,-8.0,0.9539581703,-0.0009581389,0.0124717015,0.1503469545,-0.0063026619,0.0307363843,,,,0.0720541846,-0.0406586049,0.0005656373,South Region,,2023-01-15 14:45:07
2012-10-01,4816632.0,51384.0,,,,11.1,71.9,121503.0,7.8,743.0,189245.5,2012-10-01,2012-10-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,148800,0.030507307,0.0720858084,149000.0,-0.0467851782,0.011312288,79.0,0.0052948753,0.0802747924,83.0,-0.0322631435,0.0374073541,761,0.0052840159,0.0997109827,314.0,-0.0397553517,0.0716723549,1034.0,0.1106337272,0.1106337272,5589.0,0.0007162041,0.0497746056,7.3,-0.1,-0.4,125.0,-4.0,-7.0,0.9445620721,-0.0025719939,0.0082501298,0.1077529566,-0.0164214159,-0.0237499335,,,,0.0593857606,-0.0138705482,-0.0376032471,South Region,,2023-01-15 14:45:07
2012-11-01,4816632.0,51384.0,,,,11.1,71.9,121668.0,7.8,581.0,189245.5,2012-11-01,2012-11-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,163800,0.0288672742,0.1661867759,152400.0,-0.0392354095,0.091397126,78.0,-0.0127397689,0.085544657,82.0,-0.0409851603,0.0266359133,914,-0.0711382114,0.4303599374,343.0,-0.1634146341,0.3243243243,1087.0,-0.1606177606,0.0431861804,6629.0,-0.0088217703,0.0763110895,7.3,0.5,-2.3,129.0,7.0,-8.0,0.9495585281,-0.0020518692,0.013194297,0.1378555799,0.0209856612,0.0298743592,,,,0.073694224,0.0157510152,-0.0193470373,South Region,,2023-01-15 14:45:07
2012-12-01,4816632.0,51384.0,,,,11.1,71.9,121772.0,7.7,549.0,189245.5,2012-12-01,2012-12-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,162800,0.0455103142,0.2177937587,146300.0,0.0127520244,0.0026559728,84.0,0.0354521323,0.0952958989,81.0,0.0075835751,0.0348992577,1091,-0.003652968,0.7372611465,434.0,0.0931989924,0.6194029851,1035.0,-0.1907740422,0.0496957404,7248.0,-0.0377057886,0.053335271,6.6,-0.3,-4.4,117.0,-10.0,-9.0,0.9569410983,0.0023058803,0.0203859471,0.1558203483,-0.0058234873,0.0666483738,,,,0.0581709571,-0.017345266,0.0079134399,South Region,,2023-01-15 14:45:07
2013-01-01,4831586.0,55126.0,,,,11.8,72.7,121974.0,7.6,699.0,194786.9,2013-01-01,2013-01-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,130600,-0.1524617391,0.0446001548,147200.0,0.0579445514,-0.0370977016,73.0,-0.0868376649,0.0738710049,82.0,0.0711897536,0.0131614002,1936,-0.1231884058,0.0845938375,681.0,-0.2099767981,-0.0029282577,3127.0,0.6457894737,0.1607275427,13531.0,0.0686305481,0.0666088602,7.0,1.3,-0.1,128.0,10.0,5.0,0.9463015038,-0.0083965967,0.0014588649,0.1580578512,0.0013549527,0.0006348821,,,,0.0401334597,-0.0138143755,-0.0223112494,South Region,,2023-01-15 14:45:07
2013-02-01,4831586.0,55126.0,,,,11.8,72.7,122131.0,7.6,616.0,194786.9,2013-02-01,2013-02-28,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,137400,0.0547321058,0.0336611541,162000.0,0.1050635022,0.0657428952,74.0,0.0195771879,0.028332557,86.0,0.0512048528,0.0476213639,2268,0.1666666667,0.0903846154,817.0,0.1909620991,0.1458625526,3039.0,-0.0352380952,0.1079110463,14170.0,0.0412227203,0.0783866058,6.2,-0.8,-0.1,126.0,-2.0,-5.0,0.9504023444,0.00446739,0.0014469219,0.1490299824,-0.0088918283,0.0052799824,,,,0.0685768564,0.0287364346,0.0055624515,South Region,,2023-01-15 14:45:07
2013-03-01,4831586.0,55126.0,,,,11.8,72.7,122460.0,7.5,764.0,194786.9,2013-03-01,2013-03-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,142600,0.0391017365,0.0774910774,168100.0,0.0422471604,0.0427521431,77.0,0.0549152603,0.0876417661,87.0,0.0170363124,0.0194529375,2704,0.1864853006,0.072590242,1054.0,0.2791262136,0.0582329317,3501.0,0.1392775789,0.051035725,14892.0,0.0401620451,0.0814814815,5.5,-0.8,0.0,126.0,0.0,3.0,0.9517344468,0.0013697164,0.0017695,0.161612426,0.0128629745,0.0128619302,,,,0.0738261922,0.0037301731,0.0131241834,South Region,,2023-01-15 14:45:07
2013-04-01,4831586.0,55126.0,,,,11.8,72.7,122733.0,7.4,823.0,194786.9,2013-04-01,2013-04-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,148700,0.0437138549,0.0732693682,162300.0,-0.0354149585,0.0502838649,78.0,0.0094542108,0.0410538962,87.0,-0.0068629488,0.0586805743,2925,0.0809312639,0.0706442167,1289.0,0.2206439394,0.0652892562,3625.0,0.0333523375,0.0618043351,15385.0,0.0310971115,0.0766270119,5.3,-0.2,0.1,110.0,-16.0,-3.0,0.9541648386,0.0024316381,-0.0003515947,0.158974359,-0.0014099721,0.0121954424,,,,0.0701133229,-0.0035655536,0.0014582615,South Region,,2023-01-15 14:45:07
2013-05-01,4831586.0,55126.0,,,,11.8,72.7,122879.0,7.3,870.0,194786.9,2013-05-01,2013-05-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,156300,0.0537383927,0.0348343609,160300.0,-0.0103695676,0.089939454,83.0,0.0760422632,0.0684420501,86.0,-0.0115790533,0.0538217771,3418,0.1681476418,0.155119973,1515.0,0.1744186047,0.1891679749,3500.0,-0.0347490347,0.1027095148,15179.0,-0.0121054344,0.0651182373,4.4,-0.9,-0.4,109.0,0.0,-4.0,0.9593298071,0.0053343265,-0.0002583497,0.1679344646,0.0090144373,0.0148422037,6.58805e-05,,,0.0493760258,-0.0207179609,0.0049549415,South Region,,2023-01-15 14:45:07
2013-06-01,4831586.0,55126.0,,,,11.8,72.7,122974.0,7.3,782.0,194786.9,2013-06-01,2013-06-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,165900,0.0611675366,0.0845827374,160600.0,0.0011147975,0.0147932399,86.0,0.0239257001,0.0740074813,85.0,-0.0044757468,0.0299794675,3160,-0.0752121744,0.0611148422,1425.0,-0.0587846764,0.0318609703,3545.0,0.0145964511,0.1300605674,15307.0,0.0083662714,0.0852180078,4.8,0.4,0.1,109.0,0.0,4.0,0.9605856725,0.0013968631,-0.0003575904,0.1674050633,-0.0005785481,0.0008503286,6.53296e-05,-5.466e-07,,0.0659207504,0.0174616519,0.0072653065,South Region,,2023-01-15 14:45:07
2013-07-01,4831586.0,55126.0,,,,11.8,72.7,123083.0,7.2,839.0,194786.9,2013-07-01,2013-07-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,166200,0.0006633853,0.08840941,159500.0,-0.0086657117,0.0464664385,85.0,-0.0001566061,0.0760997666,86.0,0.0013444775,0.0591386878,3248,0.0288248337,0.1963167587,1399.0,-0.018245614,0.19470538,3392.0,-0.0428893905,0.1745152355,15127.0,-0.0088454986,0.0808088025,4.7,-0.1,-0.5,108.0,-1.0,-1.0,0.9614396416,0.0008483674,0.0050843354,0.1653325123,-0.0019148744,0.0246326965,,,,0.0565960636,-0.0093432875,0.0175813017,South Region,,2023-01-15 14:45:07
2013-08-01,4831586.0,55126.0,,,,11.8,72.7,123348.0,7.2,771.0,194786.9,2013-08-01,2013-08-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,156600,-0.0532666493,0.0512705375,156500.0,-0.0160549956,0.0427589807,83.0,-0.0339437929,0.0557863482,84.0,-0.0208703038,0.0290989953,3324,0.0174471993,0.084148728,1447.0,0.0284292822,0.1429699842,3139.0,-0.0802812775,0.0456362425,14808.0,-0.0287925494,0.0749909256,4.5,-0.2,0.0,109.0,1.0,-9.0,0.9564222913,-0.0042965442,0.0010917927,0.1636582431,-0.0007127395,0.0126471537,,,,0.0685229223,0.0096381149,-0.0176641863,South Region,,2023-01-15 14:45:07
2013-09-01,4831586.0,55126.0,,,,11.8,72.7,123537.0,7.2,700.0,194786.9,2013-09-01,2013-09-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,156600,-0.0017124769,0.0709589588,153500.0,-0.017912727,0.0145957083,82.0,-0.0016907083,0.0620933306,84.0,0.0093178596,0.0366940954,2747,-0.170842137,0.112145749,1169.0,-0.1893203883,0.2228033473,2805.0,-0.1046919885,0.0935672515,14521.0,-0.0137870144,0.0699233716,5.3,0.9,-0.2,109.0,0.0,-13.0,0.9563653447,-0.0001241692,-0.0015081505,0.1718238078,0.0079240191,0.0135242126,,,,0.0799672837,0.0087596702,0.0251219512,South Region,,2023-01-15 14:45:07
2013-10-01,4831586.0,55126.0,,,,11.8,72.7,123694.0,7.2,765.0,194786.9,2013-10-01,2013-10-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,150900,-0.0366595239,0.0430359373,154400.0,0.0058883333,0.0175471613,80.0,-0.0326659783,0.057050262,84.0,-0.0072409351,0.0251925213,2655,-0.0313754104,0.0615753699,1166.0,0.0008583691,0.2070393375,2950.0,0.0520684736,0.0672937771,14474.0,-0.0022747639,0.0693756926,5.5,0.2,0.1,109.0,0.0,-13.0,0.9576785283,0.0010043953,0.0041206038,0.1664783427,-0.0057215843,0.0213363995,,,,0.0870632675,0.0072457815,0.0338325325,South Region,,2023-01-15 14:45:07
2013-11-01,4831586.0,55126.0,,,,11.8,72.7,123842.0,7.2,505.0,194786.9,2013-11-01,2013-11-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,146700,-0.0286139696,-0.0199515218,155700.0,0.0094435766,0.0868710664,78.0,-0.0249149736,0.0116772394,85.0,0.0182025675,0.0808755373,2339,-0.1203459947,0.0151909722,938.0,-0.1934651763,0.1035294118,2346.0,-0.2068965517,-0.0025510204,14275.0,-0.0140212737,0.0681682131,6.1,0.7,0.3,118.0,9.0,-5.0,0.9540732355,-0.0035418761,0.0001479662,0.1620350577,-0.0045689287,-0.0020274423,,,,0.0668665879,-0.0199612144,0.004178039,South Region,,2023-01-15 14:45:07
2013-12-01,4831586.0,55126.0,,,,11.8,72.7,124037.0,7.2,504.0,194786.9,2013-12-01,2013-12-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,157300,0.069873962,0.0193289743,154900.0,-0.0057094645,0.1136205987,83.0,0.0525488244,0.0430101509,83.0,-0.0245950419,0.0841924662,2496,0.0707850708,0.1299230421,958.0,0.0245989305,0.1075144509,1930.0,-0.1738013699,0.0078328982,13369.0,-0.0571932299,0.0492896947,5.4,-0.7,-0.4,121.0,3.0,4.0,0.9544178733,0.0001092351,-0.0006256185,0.1618589744,-0.0003031878,0.0052270142,,,,0.1045792411,0.0374264093,0.0510539737,South Region,,2023-01-15 14:45:07
2014-01-01,4843737.0,48432.0,,,,14.0,72.1,124191.0,7.2,570.0,197406.9,2014-01-01,2014-01-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,143200,-0.0869325172,0.099899914,162100.0,0.0452865996,0.1044062774,78.0,-0.0569985536,0.0788783305,88.0,0.0517868151,0.0672354428,1892,-0.2456140351,-0.0282485876,689.0,-0.2845275182,0.0029112082,2889.0,0.5007792208,-0.084890719,14064.0,0.0526158222,0.0309338807,7.4,2.1,0.4,125.0,3.0,-4.0,0.9512637452,-0.0025943509,0.0056668006,0.1458773784,-0.0156058752,-0.0112874906,,,,0.1274384,0.0225875246,0.0853106431,South Region,,2023-01-15 14:45:07
2014-02-01,4843737.0,48432.0,,,,14.0,72.1,124277.0,7.1,710.0,197406.9,2014-02-01,2014-02-28,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,141100,-0.0138995414,0.028873889,169200.0,0.0410869645,0.0476721138,78.0,0.0165520163,0.0774715103,90.0,0.0277281454,0.0472897688,2266,0.1932596103,-0.0061403509,778.0,0.1226551227,-0.056969697,3005.0,0.0333562586,-0.0214913709,14632.0,0.0309307405,0.0214310646,6.5,-1.0,0.2,136.0,11.0,10.0,0.9502910615,-0.0008388125,-8.15992e-05,0.1447484554,-0.000591197,-0.0039357551,,,,0.0913274885,-0.0383731778,0.0211858191,South Region,,2023-01-15 14:45:07
2014-03-01,4843737.0,48432.0,,,,14.0,72.1,124373.0,7.1,764.0,197406.9,2014-03-01,2014-03-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,151600,0.0759298048,0.0638949171,174000.0,0.02864005,0.0350665445,82.0,0.0321491778,0.052689103,91.0,0.0134548487,0.0455267168,2745,0.2103174603,0.0140376801,1101.0,0.4133504493,0.0436018957,3874.0,0.2887558217,0.1049629207,15485.0,0.056924442,0.0389828234,5.6,-0.9,0.1,128.0,-9.0,2.0,0.956382217,0.0062044256,0.0045637653,0.1621129326,0.0174921213,0.0010490242,,,,0.095917726,0.0046206193,0.0221968193,South Region,,2023-01-15 14:45:07
2014-04-01,4843737.0,48432.0,,,,14.0,72.1,124612.0,7.0,835.0,197406.9,2014-04-01,2014-04-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,153200,0.0119942795,0.0323512271,169900.0,-0.0234419579,0.0476434635,83.0,0.0256224715,0.0684865314,93.0,0.0153740675,0.068580175,2988,0.0865454545,0.0190995907,1331.0,0.2089009991,0.0301857585,3843.0,-0.0092807425,0.0583861195,16148.0,0.0399278722,0.0473472565,5.4,-0.2,0.1,115.0,-13.0,6.0,0.9556818736,-0.0005519419,0.0016863706,0.1502677376,-0.0115504442,-0.0086681423,,,,0.0661816222,-0.0296124667,-0.0038158428,South Region,,2023-01-15 14:45:07
2014-05-01,4843737.0,48432.0,,,,14.0,72.1,124973.0,6.9,763.0,197406.9,2014-05-01,2014-05-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,160400,0.0464829674,0.0261447835,169000.0,-0.0061934628,0.0544419449,86.0,0.0292695644,0.0238939872,88.0,-0.056758558,0.0220265661,3347,0.1220248072,-0.0204858063,1566.0,0.177443609,0.0329815303,3660.0,-0.0438871473,0.0460131466,16102.0,0.002116007,0.0611572427,4.8,-0.6,0.4,103.0,-12.0,-6.0,0.9585695025,0.0027829408,-0.000771565,0.1446071108,-0.0059125003,-0.0233765005,6.21041e-05,,-3.7981e-06,0.0569910898,-0.0094498648,0.0064577688,South Region,,2023-01-15 14:45:07
2014-06-01,4843737.0,48432.0,,,,14.0,72.1,125344.0,6.8,827.0,197406.9,2014-06-01,2014-06-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,165300,0.0298238188,-0.0044547496,174100.0,0.029275789,0.0840578081,86.0,0.0100648925,0.0103451041,89.0,0.0203763993,0.0465440738,3383,0.0107559008,0.0702309396,1594.0,0.0185303514,0.1193820225,3567.0,-0.0264737991,0.0081967213,15954.0,-0.0088836429,0.0432906095,4.7,-0.1,-0.1,105.0,1.0,-4.0,0.9588677471,0.0003667749,-0.0016726721,0.1563700857,0.0117629749,-0.010982018,,,,0.0702183439,0.0132894715,0.004167168,South Region,,2023-01-15 14:45:07
2014-07-01,4843737.0,48432.0,,,,14.0,72.1,125657.0,6.7,825.0,197406.9,2014-07-01,2014-07-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,166600,0.0075726151,0.0042789527,163100.0,-0.0667079509,0.0240331682,85.0,-0.0180109392,-0.0065713087,88.0,-0.0225431891,0.025008186,3347,-0.0115180154,0.0282642089,1509.0,-0.0556946183,0.0755523877,3570.0,-0.0036282445,0.0496912673,15943.0,-0.0059234318,0.0492267193,4.8,0.1,0.1,106.0,1.0,-2.0,0.9599297612,0.000829596,-0.0010144041,0.1514789364,-0.005047939,-0.0134980222,,,,0.0456236358,-0.0242811458,-0.0108226587,South Region,,2023-01-15 14:45:07
2014-08-01,4843737.0,48432.0,,,,14.0,72.1,125943.0,6.6,708.0,197406.9,2014-08-01,2014-08-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,164200,-0.0135633737,0.0470462729,160400.0,-0.0166592689,0.0259068834,85.0,0.0047798164,0.0341421367,86.0,-0.0198495351,0.0286452354,3230,-0.0361086243,-0.0271084337,1419.0,-0.0602649007,-0.0186721992,3084.0,-0.1366181411,-0.0181470869,15546.0,-0.0270371761,0.0517556322,4.8,0.0,0.3,111.0,5.0,2.0,0.9568700106,-0.0029592286,0.0004424999,0.1510835913,-0.0002145286,-0.0127718304,,,,0.0551482916,0.0095502009,-0.0158779589,South Region,,2023-01-15 14:45:07
2014-09-01,4843737.0,48432.0,,,,14.0,72.1,126125.0,6.5,704.0,197406.9,2014-09-01,2014-09-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,159800,-0.0273101265,0.0211975134,161800.0,0.0109810405,0.0548243829,84.0,-0.0126162423,0.0238889918,86.0,0.0032643697,0.0221518576,3041,-0.055296676,0.1078324226,1297.0,-0.0846859562,0.1104452055,2940.0,-0.0404699739,0.0492505353,14947.0,-0.0273945862,0.0315389924,4.9,0.1,-0.4,113.0,3.0,4.0,0.9594386401,0.0023364145,0.0030273398,0.1719829004,0.0200723691,0.0003982009,,,,0.0650425126,0.0095342452,-0.0150103891,South Region,,2023-01-15 14:45:07
2014-10-01,4843737.0,48432.0,,,,14.0,72.1,126327.0,6.4,800.0,197406.9,2014-10-01,2014-10-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,154500,-0.0318611913,0.0248802933,160100.0,-0.0083339145,0.0396657664,83.0,-0.0191339574,0.0365547038,85.0,-0.0080823155,0.0196622096,2947,-0.0362982341,0.1045727136,1202.0,-0.0789272031,0.0308747856,3173.0,0.0734100135,0.0697909643,14984.0,-0.0045176721,0.0314586632,5.1,0.2,-0.3,117.0,4.0,8.0,0.955574911,-0.0038484595,-0.0017673018,0.1479470648,-0.0240607835,-0.0184697268,,,,0.0726507428,0.0079602871,-0.0139428644,South Region,,2023-01-15 14:45:07
2014-11-01,4843737.0,48432.0,,,,14.0,72.1,126566.0,6.3,603.0,197406.9,2014-11-01,2014-11-30,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,153100,-0.0116077842,0.0434406807,147000.0,-0.0833142036,-0.0560777186,83.0,-0.0057148043,0.0568991614,82.0,-0.039094829,-0.0392646536,2421,-0.1751277683,0.0359435173,1018.0,-0.1509591326,0.0876068376,2434.0,-0.2295030073,0.0388390952,14675.0,-0.0157612341,0.0292467387,6.1,1.0,0.0,116.0,0.0,-2.0,0.9618515564,0.0061366534,0.0078035896,0.1685254027,0.0209955901,0.0063516757,,,,0.0773647685,0.0043920535,0.010412564,South Region,,2023-01-15 14:45:07
2014-12-01,4843737.0,48432.0,,,,14.0,72.1,126798.0,6.2,754.0,197406.9,2014-12-01,2014-12-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,158900,0.0383260136,0.0119350415,145300.0,-0.0228054903,-0.0616661766,82.0,0.0096177359,0.0126572019,80.0,-0.0327634244,-0.0414473703,2719,0.1203131438,0.0828355237,1105.0,0.0801564027,0.1474558671,2250.0,-0.0853658537,0.1621900826,14037.0,-0.0514258684,0.0409343715,5.2,-0.9,-0.2,125.0,9.0,3.0,0.9549411629,-0.0071291123,0.001016096,0.1655020228,-0.0034308161,0.0038134525,,,,0.0956042948,0.0190572027,-0.008650837,South Region,,2023-01-15 14:45:07
2015-01-01,4854803.0,50900.0,,,,14.9,70.0,127023.0,6.1,860.0,202372.4,2015-01-01,2015-01-31,30,state,4,1,f,Alabama,,Alabama,AL,All Residential,-1,143800,-0.094741301,0.0048091766,172500.0,0.1874094614,0.0614197842,78.0,-0.0595820706,0.0096015442,90.0,0.125070205,0.0237900835,2172,-0.2017640573,0.1431578947,1025.0,-0.07239819,0.476945245,3486.0,0.5486450466,0.1971153846,14746.0,0.0501353084,0.0380851813,6.8,1.6,-0.7,123.0,-2.0,-2.0,0.9534662227,-0.0014817143,0.0026850313,0.1546961326,-0.0110517542,0.0094329747,6.7815e-05,,,0.1303460943,0.0347842714,0.0008235883,South Region,,2023-01-15 14:45:07
