period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
2023-03-01,2023-03-31,30,state,4,19,f,Florida,,Florida,FL,Single Family Residential,6,425400,0.0275787094893324,0.0113044739812033,419900.0,0.0044423166767526,0.0317004907667239,241.0,0.0202409726605139,0.0161141264739226,257.0,-0.0005541248131988,0.0361437776746555,26432,0.3748049516280036,-0.1574921110509036,22097.0,0.2341245462161407,-0.2485291617071926,30116.0,0.1891336965963832,-0.1424584982488111,64497.0,-0.0443756297042612,0.679303252011352,2.4,-1.1,1.2,50.0,-9.0,28.0,0.9725960157177236,0.0027519510971585,-0.0313281902657513,0.1488725786924939,0.0175400082150155,-0.2789475213935672,0.3164488270772283,0.0271108314629333,0.16129481869334,0.3824549663793542,-0.0019033285351267,-0.1882600794129783,South Region,,2023-04-09 14:55:08
